Arrest Date,Time,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,Booking Date,Booking Time,Booking Location,Booking Location Code
2020 Mar 13 12:00:00 AM,1510,0157,57,F,B,24,Miscellaneous Other Violations,M,41.45CLAMC,ILLEGAL POSSESSION OF SHOPPING CART,MISDEMEANOR COMPLAINT FILED,6TH                          ST,SAN PEDRO,34.0423,-118.2452,,,,
2020 Apr 19 12:00:00 AM,0830,0154,57,F,B,24,Miscellaneous Other Violations,F,422PC,CRIMINAL THREATS,OTHER (REQUIRES ADDITION ACTION),500 S  LOS ANGELES                  ST,,34.046,-118.2493,2020 Apr 19 12:00:00 AM,1015,METRO - JAIL DIVISION,4273
2024 May 03 12:00:00 AM,1210,0157,33,F,B,24,Miscellaneous Other Violations,F,451(C)PC,ARSON OF STRUCTURE OR FOREST LAND,849(B)(1) PC/TECHNICAL ARREST,600    TOWNE                        AV,,34.0412,-118.2436,2024 May 03 12:00:00 AM,1536,METRO - JAIL DIVISION,4273
2022 May 24 12:00:00 AM,0610,0148,27,F,B,24,Miscellaneous Other Violations,F,451(D)PC,ARSON OF PROPERTY,849(B)(1) PC/TECHNICAL ARREST,400    CROCKER                      ST,,34.0449,-118.2415,2022 May 24 12:00:00 AM,1159,METRO - JAIL DIVISION,4273
2024 May 25 12:00:00 AM,1600,0154,41,F,B,24,Miscellaneous Other Violations,F,451(D)PC,ARSON OF PROPERTY,849(B)(1) PC/TECHNICAL ARREST,5TH                          ST,MAIN                         ST,34.0471,-118.2491,2024 May 25 12:00:00 AM,2022,METRO - JAIL DIVISION,4273
2020 Jul 06 12:00:00 AM,2145,0155,28,F,B,24,Miscellaneous Other Violations,F,451(D)PC,ARSON OF PROPERTY,OTHER DISPOSITION,200 E  6TH                          ST,,34.0448,-118.2474,2020 Jul 07 12:00:00 AM,0059,METRO - JAIL DIVISION,4273
2022 Dec 02 12:00:00 AM,1320,0155,38,F,B,24,Miscellaneous Other Violations,F,451(D)PC,ARSON OF PROPERTY,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2022 Dec 02 12:00:00 AM,1704,METRO - JAIL DIVISION,4273
2024 Dec 07 12:00:00 AM,1705,0155,28,F,W,24,Miscellaneous Other Violations,F,451(D)PC,ARSON OF PROPERTY,849(B)(1) PC/TECHNICAL ARREST,6TH,MAPLE                        ST,34.0439,-118.2479,2024 Dec 07 12:00:00 AM,2031,METRO - JAIL DIVISION,4273
2023 Apr 08 12:00:00 AM,2050,0156,46,F,B,24,Miscellaneous Other Violations,F,451(D)PC,ARSON OF PROPERTY,FELONY COMPLAINT FILED,500    WALL                         ST,,34.0449,-118.2458,2023 Apr 09 12:00:00 AM,0532,METRO - JAIL DIVISION,4273
2020 Feb 17 12:00:00 AM,0945,0135,42,F,H,24,Miscellaneous Other Violations,M,56.11LAMC,LEAVING PERSONAL PROP ON SIDEWALK,MISDEMEANOR COMPLAINT FILED,3RD                          ST,MAIN                         ST,34.0496,-118.2458,,,,
2020 May 25 12:00:00 AM,1930,0143,47,F,W,24,Miscellaneous Other Violations,F,594(A)(1)PC,DEFACE PROPERTY,DISTRICT ATTORNEY REJECT,400 S  BROADWAY,,34.0489,-118.2499,2020 May 25 12:00:00 AM,2139,METRO - JAIL DIVISION,4273
2020 Jan 15 12:00:00 AM,1200,0153,25,F,W,24,Miscellaneous Other Violations,F,594(A)(1)PC,DEFACE PROPERTY,DISTRICT ATTORNEY REJECT,6TH                          ST,SPRING                       ST,34.0463,-118.2515,2020 Jan 15 12:00:00 AM,1359,METRO - JAIL DIVISION,4273
2020 Jul 24 12:00:00 AM,0855,0138,32,F,O,24,Miscellaneous Other Violations,F,594(A)(2)PC,DAMAGE PROPERTY,FELONY COMPLAINT FILED,300 E  2ND                          ST,,34.0493,-118.2417,2020 Jul 24 12:00:00 AM,1231,77TH ST,4212
2020 May 11 12:00:00 AM,2115,0157,34,F,H,24,Miscellaneous Other Violations,M,594(A)(2)PC,DAMAGE PROPERTY,MISDEMEANOR COMPLAINT FILED,6TH                          ST,CROCKER                      AV,34.0417,-118.2443,2020 May 11 12:00:00 AM,2312,METRO - JAIL DIVISION,4273
2021 Mar 22 12:00:00 AM,0925,0164,35,F,O,24,Miscellaneous Other Violations,F,594(A)(2)PC,DAMAGE PROPERTY,MISDEMEANOR COMPLAINT FILED,100 W  7TH                          ST,,34.0446,-118.2507,2021 Mar 22 12:00:00 AM,1213,METRO - JAIL DIVISION,4273
2023 Nov 19 12:00:00 AM,0800,0133,38,F,H,24,Miscellaneous Other Violations,F,594(A)PC,VANDALISM,,200 S  BROADWAY,,34.0524,-118.2467,2023 Nov 19 12:00:00 AM,1030,METRO - JAIL DIVISION,4273
2024 Nov 22 12:00:00 AM,0005,0133,37,F,B,24,Miscellaneous Other Violations,M,594(A)PC,VANDALISM,MISDEMEANOR COMPLAINT FILED,BROADWAY,2ND                          ST,34.0522,-118.2469,2024 Nov 22 12:00:00 AM,0926,77TH ST,4212
2024 Jun 30 12:00:00 AM,0850,0153,38,F,B,24,Miscellaneous Other Violations,M,594(A)PC,VANDALISM,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Jun 30 12:00:00 AM,1016,METRO - JAIL DIVISION,4273
2024 Dec 11 12:00:00 AM,1535,0153,30,F,H,24,Miscellaneous Other Violations,M,594(A)PC,VANDALISM,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 11 12:00:00 AM,1637,METRO - JAIL DIVISION,4273
2021 May 16 12:00:00 AM,1855,0154,53,F,B,24,Miscellaneous Other Violations,F,594(A)PC,VANDALISM,FELONY COMPLAINT FILED,5TH,SPRING,34.0474,-118.2496,2021 May 16 12:00:00 AM,2103,METRO - JAIL DIVISION,4273
2023 Jun 23 12:00:00 AM,2120,0154,39,F,W,24,Miscellaneous Other Violations,M,594(A)PC,VANDALISM,MISDEMEANOR COMPLAINT FILED,100 W  5TH                          ST,,34.0467,-118.2485,2023 Jun 23 12:00:00 AM,2319,METRO - JAIL DIVISION,4273
2024 Mar 05 12:00:00 AM,1400,0158,61,F,B,24,Miscellaneous Other Violations,M,594(A)PC,VANDALISM,MISDEMEANOR COMPLAINT FILED,600    5TH                          ST,,34.0424,-118.2409,2024 Mar 05 12:00:00 AM,1543,METRO - JAIL DIVISION,4273
2024 Oct 13 12:00:00 AM,1316,0158,42,F,B,24,Miscellaneous Other Violations,F,594(A)PC,VANDALISM,FELONY COMPLAINT FILED,7TH,CENTRAL                      AV,34.0368,-118.2412,2024 Oct 13 12:00:00 AM,2045,METRO - JAIL DIVISION,4273
2020 Feb 06 12:00:00 AM,1620,0165,28,F,B,24,Miscellaneous Other Violations,F,594(A)PC,VANDALISM,FELONY COMPLAINT FILED,6TH,MAPLE,34.0439,-118.2479,2020 Feb 06 12:00:00 AM,1827,METRO - JAIL DIVISION,4273
2021 Jun 10 12:00:00 AM,0315,0135,48,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,,100 E  3RD                          ST,,34.0495,-118.2459,2021 Jun 10 12:00:00 AM,0431,METRO - JAIL DIVISION,4273
2022 Jun 30 12:00:00 AM,1000,0135,36,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,DISTRICT ATTORNEY REJECT,200 S  MAIN                         ST,,34.051,-118.2445,2022 Jun 30 12:00:00 AM,1223,METRO - JAIL DIVISION,4273
2023 Aug 05 12:00:00 AM,1015,0135,51,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,FELONY COMPLAINT FILED,4TH                          ST,MAIN                         ST,34.0477,-118.2467,2023 Aug 05 12:00:00 AM,1200,METRO - JAIL DIVISION,4273
2024 Dec 23 12:00:00 AM,1610,0135,34,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,100 E  3RD                          ST,,34.0495,-118.2459,2024 Dec 23 12:00:00 AM,1820,METRO - JAIL DIVISION,4273
2025 Feb 04 12:00:00 AM,0940,0135,45,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,400    5TH                          ST,,34.0495,-118.2458,2025 Feb 04 12:00:00 AM,1122,METRO - JAIL DIVISION,4273
2021 Oct 20 12:00:00 AM,1015,0138,36,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,200 S  SAN PEDRO                    ST,,34.0487,-118.242,2021 Oct 20 12:00:00 AM,1206,METRO - JAIL DIVISION,4273
2022 Mar 12 12:00:00 AM,2120,0138,45,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,DISTRICT ATTORNEY REJECT,4TH                          ST,SAN PEDRO                    ST,34.0459,-118.243,2022 Mar 12 12:00:00 AM,2259,METRO - JAIL DIVISION,4273
2022 Jun 27 12:00:00 AM,1350,0138,21,F,O,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,DISTRICT ATTORNEY REJECT,4TH                          ST,CROCKER                      ST,34.0449,-118.2415,2022 Jun 27 12:00:00 AM,1650,METRO - JAIL DIVISION,4273
2024 Jul 12 12:00:00 AM,1230,0143,29,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,5TH                          ST,BROADWAY                     BL,34.0481,-118.2507,2024 Jul 12 12:00:00 AM,2021,METRO - JAIL DIVISION,4273
2023 Oct 16 12:00:00 AM,0900,0144,48,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,400 S  MAIN                         ST,,34.0478,-118.2484,2023 Oct 16 12:00:00 AM,1111,METRO - JAIL DIVISION,4273
2021 Mar 09 12:00:00 AM,2320,0145,16,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,OTHER DISPOSITION,LOS ANGELES,7TH                          ST,34.0471,-118.2474,2021 Mar 10 12:00:00 AM,0115,METRO - JAIL DIVISION,4273
2021 Mar 09 12:00:00 AM,2320,0145,17,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,OTHER DISPOSITION,LOS ANGELES                  ST,7TH                          ST,34.0471,-118.2474,2021 Mar 10 12:00:00 AM,0118,METRO - JAIL DIVISION,4273
2024 Apr 12 12:00:00 AM,2130,0145,35,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,500 S  HOPE                         ST,,34.0471,-118.2474,2024 Apr 13 12:00:00 AM,0004,METRO - JAIL DIVISION,4273
2024 Jun 15 12:00:00 AM,0900,0146,47,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,200 E  5TH                          ST,,34.0461,-118.2461,2024 Jun 15 12:00:00 AM,1138,METRO - JAIL DIVISION,4273
2021 Sep 03 12:00:00 AM,0930,0148,40,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,FELONY COMPLAINT FILED,TOWNE,5TH,34.043,-118.242,2021 Sep 03 12:00:00 AM,1509,METRO - JAIL DIVISION,4273
2023 Jul 06 12:00:00 AM,0145,0148,60,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,MISDEMEANOR COMPLAINT FILED,600 E  5TH                          ST,,34.0438,-118.2416,2023 Jul 06 12:00:00 AM,0341,METRO - JAIL DIVISION,4273
2024 Jun 15 12:00:00 AM,1056,0148,23,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,5TH                          ST,CROCKER,34.043,-118.242,2024 Jun 15 12:00:00 AM,1406,METRO - JAIL DIVISION,4273
2021 Jun 25 12:00:00 AM,2000,0153,37,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,200 W  7TH                          ST,,34.0467,-118.252,2021 Jun 25 12:00:00 AM,2039,METRO - JAIL DIVISION,4273
2021 Aug 18 12:00:00 AM,2110,0153,32,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,MISDEMEANOR COMPLAINT FILED,7TH,BROADWAY,34.0452,-118.2533,2021 Aug 18 12:00:00 AM,2352,METRO - JAIL DIVISION,4273
2023 Nov 29 12:00:00 AM,1820,0153,39,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,OTHER (REQUIRES ADDITION ACTION),200 W  6TH                          ST,,34.046,-118.251,2023 Nov 29 12:00:00 AM,1948,METRO - JAIL DIVISION,4273
2024 Feb 23 12:00:00 AM,2150,0153,41,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,FELONY COMPLAINT FILED,300 W  5TH                          ST,,34.0481,-118.2507,2024 Feb 23 12:00:00 AM,2352,METRO - JAIL DIVISION,4273
2025 Jan 02 12:00:00 AM,1300,0153,41,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,600 S  HILL                         ST,,34.0473,-118.2531,2025 Jan 02 12:00:00 AM,1433,METRO - JAIL DIVISION,4273
2025 Mar 10 12:00:00 AM,1430,0153,44,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,600 S  BROADWAY,,34.0466,-118.252,2025 Mar 10 12:00:00 AM,1908,77TH ST,4212
2021 Oct 14 12:00:00 AM,1110,0154,30,F,W,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,MISDEMEANOR COMPLAINT FILED,100 E  6TH                          ST,,34.046,-118.2493,2021 Oct 14 12:00:00 AM,1421,METRO - JAIL DIVISION,4273
2023 Feb 04 12:00:00 AM,1300,0154,38,F,W,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,MISDEMEANOR COMPLAINT FILED,100 W  5TH                          ST,,34.0467,-118.2485,2023 Feb 04 12:00:00 AM,1838,METRO - JAIL DIVISION,4273
2023 May 14 12:00:00 AM,1915,0154,50,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,5TH                          ST,MAPLE                        AV,34.046,-118.2493,2023 May 14 12:00:00 AM,2129,METRO - JAIL DIVISION,4273
2023 Sep 28 12:00:00 AM,1815,0154,48,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,500 S  MAIN                         ST,,34.0467,-118.2485,2023 Sep 28 12:00:00 AM,2137,METRO - JAIL DIVISION,4273
2024 Aug 05 12:00:00 AM,1220,0154,55,F,W,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,100 E  5TH                          ST,,34.0467,-118.2485,2024 Aug 05 12:00:00 AM,1522,METRO - JAIL DIVISION,4273
2025 Feb 21 12:00:00 AM,0515,0154,25,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,500 S  MAIN                         ST,,34.0467,-118.2485,2025 Feb 21 12:00:00 AM,0815,METRO - JAIL DIVISION,4273
2022 Nov 21 12:00:00 AM,1130,0155,37,F,B,24,Miscellaneous Other Violations,M,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400/10000,,200 E  6TH                          ST,,34.0448,-118.2474,2022 Nov 21 12:00:00 AM,1715,METRO - JAIL DIVISION,4273
2022 Dec 19 12:00:00 AM,1010,0155,29,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,CITY ATTORNEY REJECT,200 E  6TH                          ST,,34.0448,-118.2474,2022 Dec 19 12:00:00 AM,1147,METRO - JAIL DIVISION,4273
2021 Feb 27 12:00:00 AM,0900,0156,33,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,MISDEMEANOR COMPLAINT FILED,400 E  5TH                          ST,,34.0445,-118.2448,2021 Feb 27 12:00:00 AM,1152,METRO - JAIL DIVISION,4273
2021 Jun 27 12:00:00 AM,0400,0156,38,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,OTHER (REQUIRES ADDITION ACTION),500    SAN JULIAN                   ST,,34.0429,-118.2462,2021 Jun 27 12:00:00 AM,0554,METRO - JAIL DIVISION,4273
2023 Dec 27 12:00:00 AM,0620,0156,42,F,W,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,200 E  6TH                          ST,,34.0437,-118.2455,2023 Dec 27 12:00:00 AM,0946,METRO - JAIL DIVISION,4273
2024 Nov 09 12:00:00 AM,1330,0156,45,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,5TH,SAN JULIAN,34.0446,-118.245,2024 Nov 09 12:00:00 AM,1539,METRO - JAIL DIVISION,4273
2023 Dec 06 12:00:00 AM,0500,0157,26,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,FELONY COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,2023 Dec 06 12:00:00 AM,0723,METRO - JAIL DIVISION,4273
2024 Jun 15 12:00:00 AM,1056,0157,24,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,E  5TH                          ST,CROCKER                      ST,34.043,-118.242,2024 Jun 15 12:00:00 AM,1347,METRO - JAIL DIVISION,4273
2024 Dec 10 12:00:00 AM,0730,0157,39,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,500    CROCKER                      ST,,34.0435,-118.2427,2024 Dec 10 12:00:00 AM,2121,METRO - JAIL DIVISION,4273
2021 Jul 08 12:00:00 AM,1010,0158,39,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,300 S  CENTRAL                      AV,,34.0423,-118.2398,2021 Jul 08 12:00:00 AM,1210,METRO - JAIL DIVISION,4273
2022 Jan 13 12:00:00 AM,1010,0158,37,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,MISDEMEANOR COMPLAINT FILED,6TH,KOHLER,34.0393,-118.2405,2022 Jan 13 12:00:00 AM,1315,VALLEY - JAIL DIV,4279
2023 Mar 19 12:00:00 AM,1820,0158,34,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,KOHLER,6TH,34.039,-118.2408,2023 Mar 19 12:00:00 AM,2032,METRO - JAIL DIVISION,4273
2024 Jul 30 12:00:00 AM,0717,0158,42,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,INDUSTRIAL                   ST,S  CENTRAL,34.0374,-118.2406,2024 Jul 30 12:00:00 AM,1045,METRO - JAIL DIVISION,4273
2024 Nov 12 12:00:00 AM,1410,0158,39,F,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,1200 E  7TH                          ST,,34.0395,-118.2405,2024 Nov 12 12:00:00 AM,1826,METRO - JAIL DIVISION,4273
2024 Aug 08 12:00:00 AM,0945,0164,18,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,600 S  MAIN                         ST,,34.0453,-118.2499,2024 Aug 08 12:00:00 AM,1234,METRO - JAIL DIVISION,4273
2024 Oct 27 12:00:00 AM,0305,0164,18,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,600 S  SPRING,,34.046,-118.251,2024 Oct 27 12:00:00 AM,0514,METRO - JAIL DIVISION,4273
2023 Jul 16 12:00:00 AM,2130,0166,26,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,OTHER (REQUIRES ADDITION ACTION),6TH,SAN PEDRO,34.0423,-118.2453,2023 Jul 16 12:00:00 AM,2308,METRO - JAIL DIVISION,4273
2025 Mar 15 12:00:00 AM,0100,0166,44,F,B,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,849(B)(1) PC/TECHNICAL ARREST,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2025 Mar 15 12:00:00 AM,0231,METRO - JAIL DIVISION,4273
2023 Feb 17 12:00:00 AM,1625,0146,38,F,W,24,Miscellaneous Other Violations,M,594(B)2APC,DEFACE/DAMAGE PROPERTY <$400,MISDEMEANOR COMPLAINT FILED,MAPLE,5TH,34.0461,-118.2461,2023 Feb 17 12:00:00 AM,1941,METRO - JAIL DIVISION,4273
2022 Oct 08 12:00:00 AM,1315,0165,60,F,B,24,Miscellaneous Other Violations,F,597(A)PC,TORTURE/KILL LIVING ANIMAL,FELONY COMPLAINT FILED,LOS ANGELES                  ST,7TH                          ST,34.0432,-118.2504,2022 Oct 08 12:00:00 AM,1704,METRO - JAIL DIVISION,4273
2024 Dec 09 12:00:00 AM,0735,0153,32,F,B,24,Miscellaneous Other Violations,M,602.5(A)PC,UNAUTHORIZED ENTRY NONCOMMERCIAL DWELLNG,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Dec 09 12:00:00 AM,0933,METRO - JAIL DIVISION,4273
2024 Dec 06 12:00:00 AM,0805,0145,42,F,B,24,Miscellaneous Other Violations,M,602(D)PC,REMOVING SOIL/EARTH/ETC W/O OWNER CONSENT,MISDEMEANOR COMPLAINT FILED,100 E  5TH                          ST,,34.0471,-118.2474,,,,
2020 Jan 02 12:00:00 AM,1130,0138,44,F,B,24,Miscellaneous Other Violations,M,602(K)PC,TRESPASSING LANDS UNDER CULTIVATION,MISDEMEANOR COMPLAINT FILED,300 E  3RD                          ST,,34.048,-118.2438,2020 Jan 02 12:00:00 AM,1324,METRO - JAIL DIVISION,4273
2025 Mar 28 12:00:00 AM,1620,0164,31,F,H,24,Miscellaneous Other Violations,M,602(K)PC,TRESPASSING LANDS UNDER CULTIVATION,MISDEMEANOR COMPLAINT FILED,600 S  MAIN                         ST,,34.0453,-118.2499,2025 Mar 28 12:00:00 AM,1917,METRO - JAIL DIVISION,4273
2023 Mar 18 12:00:00 AM,1010,0138,32,F,B,24,Miscellaneous Other Violations,M,602(M)PC,DRIVE ON PRIVATE PROPERTY W/O CONSENT,MISDEMEANOR COMPLAINT FILED,800 N  ALAMEDA                      ST,,34.0468,-118.2415,2023 Mar 18 12:00:00 AM,1208,METRO - JAIL DIVISION,4273
2025 Jan 23 12:00:00 AM,0725,0153,53,F,B,24,Miscellaneous Other Violations,M,602(M)PC,DRIVE ON PRIVATE PROPERTY W/O CONSENT,,500 S  HILL                         ST,,34.0488,-118.2518,2025 Jan 23 12:00:00 AM,0913,METRO - JAIL DIVISION,4273
2023 Apr 09 12:00:00 AM,0800,0134,29,F,H,24,Miscellaneous Other Violations,M,602(O)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,MISDEMEANOR COMPLAINT FILED,4TH                          ST,HILL                         ST,34.0502,-118.2504,2023 Apr 09 12:00:00 AM,1059,METRO - JAIL DIVISION,4273
2023 Aug 27 12:00:00 AM,0935,0148,26,F,B,24,Miscellaneous Other Violations,M,602(O)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,MISDEMEANOR COMPLAINT FILED,400 S  SAN PEDRO                    ST,,34.0459,-118.243,2023 Aug 27 12:00:00 AM,1100,METRO - JAIL DIVISION,4273
2020 Mar 22 12:00:00 AM,1445,0153,29,F,H,24,Miscellaneous Other Violations,M,602(O)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,,500 S  HILL                         ST,,34.0488,-118.2518,2020 Mar 22 12:00:00 AM,1937,METRO - JAIL DIVISION,4273
2022 Mar 09 12:00:00 AM,1815,0156,39,F,H,24,Miscellaneous Other Violations,M,602(O)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,MISDEMEANOR COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,2022 Mar 09 12:00:00 AM,2142,METRO - JAIL DIVISION,4273
2024 Jan 05 12:00:00 AM,1000,0156,34,F,B,24,Miscellaneous Other Violations,M,602(O)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,MISDEMEANOR COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,,,,
2023 Sep 30 12:00:00 AM,1540,0157,22,F,B,24,Miscellaneous Other Violations,M,602(O)(1)PC,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,MISDEMEANOR COMPLAINT FILED,600 E  6TH                          ST,,34.0417,-118.2444,2023 Sep 30 12:00:00 AM,1901,METRO - JAIL DIVISION,4273
2022 Aug 20 12:00:00 AM,2100,0138,37,F,H,24,Miscellaneous Other Violations,M,602(O)(2)PC,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,MISDEMEANOR COMPLAINT FILED,200 E  2ND                          ST,,34.0503,-118.2434,2022 Aug 21 12:00:00 AM,0030,METRO - JAIL DIVISION,4273
2021 Apr 01 12:00:00 AM,1705,0148,38,F,B,24,Miscellaneous Other Violations,M,602(O)(2)PC,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,MISDEMEANOR COMPLAINT FILED,600 E  5TH                          ST,,34.0438,-118.2416,2021 Apr 01 12:00:00 AM,1919,METRO - JAIL DIVISION,4273
2021 May 08 12:00:00 AM,0520,0148,38,F,B,24,Miscellaneous Other Violations,M,602(O)(2)PC,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,MISDEMEANOR COMPLAINT FILED,600 E  5TH                          ST,,34.0438,-118.2416,2021 May 08 12:00:00 AM,0747,METRO - JAIL DIVISION,4273
